CustomerID,Recency,Frequence,MonetarySum,MonetaryMean,Monetary_80_days,prob_80_days
12924,-44.0,4,3081.21,102.70700000000001,0.0,0.0
12925,-61.0,1,1215.423,52.844478260869565,48.861,1.0
12928,-15.0,5,6806.91,81.03464285714286,0.0,0.0
12929,-298.0,1,388.90500000000003,48.613125000000004,0.0,0.0
12930,-64.0,2,1372.1399999999999,54.8856,0.0,0.0
12931,-53.0,13,130024.158,1688.6254285714285,1752.102,1.0
12933,-157.0,2,1179.717,24.075857142857146,14.476,1.0
12935,-46.0,7,7130.31,55.273720930232564,0.0,0.0
12936,-3.0,3,3174.27,52.037213114754095,336.59999999999997,1.0
12937,-1.0,3,4246.572,40.83242307692308,44.8449375,1.0
12938,-42.0,1,376.662,41.85133333333333,0.0,0.0
12939,-65.0,8,38219.94,813.1902127659575,0.0,0.0
12940,-44.0,1,1192.191,62.74689473684211,23.075142857142858,1.0
12942,-117.0,3,2229.48,31.849714285714285,0.0,0.0
12944,-22.0,2,1994.883,66.4961,0.0,0.0
12945,-274.0,1,1527.735,66.42326086956521,0.0,0.0
12947,-130.0,5,3875.5860000000002,61.5172380952381,41.693558823529415,1.0
12948,-2.0,6,5587.395,61.39994505494506,49.077600000000004,1.0
12949,-116.0,5,9982.731,64.82292857142858,61.788442622950825,1.0
12950,-222.0,1,1188.0,297.0,257.5736842105263,1.0
12951,-160.0,5,2480.8740000000003,55.13053333333334,57.253166666666665,1.0
12952,-29.0,3,3597.198,58.97045901639344,54.58383333333333,1.0
12955,-3.0,10,14179.638,82.4397558139535,189.87375,1.0
12956,-586.0,1,356.63100000000003,18.77005263157895,0.0,0.0
12957,-11.0,7,10060.512,56.519730337078656,53.2895,1.0
12962,-99.0,1,562.782,51.162000000000006,63.261,1.0
12963,-4.0,2,1477.74,70.36857142857143,62.8262027027027,1.0
12965,-75.0,1,2540.373,23.52197222222222,0.0,0.0
12967,-314.0,2,5480.97,288.4721052631579,0.0,0.0
12968,-98.0,1,448.635,89.727,0.0,0.0
12970,-308.0,2,78.54,9.8175,10.409181818181818,1.0
12971,-1.0,74,30342.411,117.60624418604651,140.09131914893615,1.0
12974,-184.0,1,477.84,59.73,0.0,0.0
12976,-109.0,1,2437.38,110.79,0.0,0.0
12977,-258.0,1,129.492,14.387999999999998,0.0,0.0
12980,-79.0,8,20782.674,1222.5102352941176,1184.8319999999999,1.0
12981,-119.0,2,1228.326,61.4163,0.0,0.0
12982,-202.0,1,1288.7820000000002,46.027928571428575,0.0,0.0
12984,-5.0,1,321.75,80.4375,0.0,0.0
12985,-134.0,2,4089.954,53.81518421052632,0.0,0.0
12987,-60.0,2,1843.71,65.84678571428572,0.0,0.0
12988,-278.0,1,1669.206,20.1109156626506,0.0,0.0
12989,-44.0,11,18418.686,541.7260588235295,147.69590000000002,1.0
12990,-195.0,3,1351.35,103.94999999999999,0.0,0.0
12991,-98.0,1,1001.748,45.534,73.40666666666668,1.0
12993,-137.0,2,990.0,49.5,54.101142857142854,1.0
12994,-50.0,2,2130.051,51.952463414634146,54.27675000000001,1.0
12997,-75.0,2,2024.451,65.30487096774193,72.29592857142858,1.0
12999,-182.0,3,1504.404,53.72871428571428,0.0,0.0
13000,-93.0,3,1765.005,56.935645161290324,0.0,0.0
13001,-80.0,10,26673.009000000002,92.61461458333333,114.708,1.0
13002,-304.0,1,399.135,57.019285714285715,0.0,0.0
13003,-92.0,3,491.865,81.9775,0.0,0.0
13004,-22.0,15,16389.78,46.16839436619718,46.42291836734694,1.0
13005,-160.0,2,1695.21,65.20038461538462,0.0,0.0
13006,-12.0,1,269.181,67.29525,0.0,0.0
13008,-309.0,1,757.251,54.08935714285714,0.0,0.0
13011,-358.0,1,166.815,55.605,0.0,0.0
13012,-7.0,6,3979.272,64.1818064516129,55.973076923076924,1.0
13013,-7.0,13,15876.102,72.49361643835617,0.0,0.0
13014,-22.0,7,8618.874,100.21946511627907,117.49374999999999,1.0
13015,-183.0,4,5818.032,66.114,59.802068965517236,1.0
13016,-59.0,3,2606.637,55.46036170212766,0.0,0.0
13018,-2.0,23,19321.104,51.249612732095486,57.96674074074073,1.0
13021,-24.0,8,7626.135,65.74254310344828,67.1946,1.0
13023,-116.0,2,2276.67,56.91675,0.0,0.0
13026,-194.0,5,3218.688,80.4672,0.0,0.0
13027,-19.0,4,11088.0,739.2,1065.6000000000001,1.0
13028,-31.0,1,1174.602,48.941750000000006,47.988285714285716,1.0
13029,-125.0,3,4116.75,411.675,0.0,0.0
13030,-619.0,1,1327.788,23.294526315789472,33.00754285714286,1.0
13032,-13.0,2,3333.594,46.952028169014085,0.0,0.0
13033,-284.0,1,628.8149999999999,57.16499999999999,0.0,0.0
13034,-355.0,1,547.338,49.757999999999996,60.53088461538461,1.0
13035,-60.0,2,3042.2039999999997,112.67422222222221,0.0,0.0
13037,-124.0,3,2907.531,60.5735625,0.0,0.0
13038,-66.0,3,2997.918,107.0685,0.0,0.0
13040,-254.0,1,1000.725,47.65357142857143,56.06100000000001,1.0
13043,-172.0,1,1704.186,131.09123076923078,0.0,0.0
13044,-277.0,1,1849.5510000000002,56.047000000000004,0.0,0.0
13045,-85.0,1,1007.424,55.967999999999996,0.0,0.0
13046,-195.0,1,1424.247,67.82128571428572,46.60542857142857,1.0
13047,-43.0,10,10683.882,62.11559302325581,0.0,0.0
13048,0.0,3,4568.124,43.09550943396226,49.51479310344828,1.0
13049,-255.0,2,2167.044,154.78885714285713,0.0,0.0
13050,-1.0,16,18108.618,46.91351813471502,67.82470588235294,1.0
13052,-109.0,1,1148.895,63.8275,0.0,0.0
13055,-64.0,3,4007.553,52.73096052631579,0.0,0.0
13058,-11.0,3,895.62,111.9525,0.0,0.0
13059,-236.0,1,605.22,75.6525,0.0,0.0
13060,-240.0,1,1014.8489999999999,67.6566,0.0,0.0
13061,-58.0,1,820.413,82.0413,0.0,0.0
13062,-177.0,1,1145.034,104.09400000000001,0.0,0.0
13064,-44.0,3,2779.689,57.9101875,43.4379,1.0
13065,-359.0,1,679.338,48.524142857142856,0.0,0.0
13066,-223.0,1,500.973,17.891892857142857,52.63334999999999,1.0
13067,-68.0,1,381.018,25.4012,0.0,0.0
13068,-306.0,1,544.5,544.5,590.7,1.0
13069,0.0,21,13576.497,35.54056806282723,24.934642857142855,1.0
13070,-178.0,1,755.04,83.89333333333333,0.0,0.0
13075,-116.0,1,3034.713,137.94150000000002,0.0,0.0
13077,-194.0,4,2402.466,21.643837837837836,0.0,0.0
13078,-3.0,23,36023.856,112.92744827586206,144.8293846153846,1.0
13079,-61.0,3,568.9200000000001,142.23000000000002,78.705,1.0
13080,-47.0,1,191.66400000000002,31.944000000000003,0.0,0.0
13081,-22.0,10,86504.418,89.64188393782383,111.25295238095238,1.0
13082,-81.0,5,8098.332,207.64953846153847,112.5484411764706,1.0
13083,-62.0,1,634.887,45.34907142857143,91.872,1.0
13085,-144.0,2,1373.064,62.412000000000006,0.0,0.0
13089,-3.0,89,173144.334,103.24647227191413,151.60970802919707,1.0
13090,-6.0,10,22559.526,187.99605000000003,195.60514285714285,1.0
13091,-103.0,1,1141.206,54.34314285714285,0.0,0.0
13092,-57.0,5,1576.839,63.07356,0.0,0.0
13093,-262.0,8,25847.151,162.56069811320756,0.0,0.0
13094,-7.0,11,5681.214000000001,270.53400000000005,226.314,1.0
13095,-57.0,1,245.51999999999998,40.919999999999995,0.0,0.0
13097,-63.0,10,19810.626,47.05611876484561,0.0,0.0
13098,-7.0,23,83845.113,169.38406666666666,148.92128571428572,1.0
13099,-85.0,1,684.288,684.288,0.0,0.0
13102,-28.0,22,19314.999,68.98213928571428,78.52075,1.0
13103,-26.0,1,805.002,100.62525,0.0,0.0
13104,-33.0,4,2587.068,287.452,94.356,1.0
13106,-119.0,1,252.45000000000002,252.45000000000002,0.0,0.0
13107,-30.0,2,2280.432,95.01799999999999,81.58570588235295,1.0
13108,-359.0,1,1155.198,115.5198,0.0,0.0
13109,-135.0,2,2595.582,55.22514893617021,0.0,0.0
13110,-123.0,6,4237.101,34.730336065573766,29.37,1.0
13113,-1.0,21,34733.292,213.0876809815951,149.43094736842104,1.0
13115,-43.0,3,5924.226000000001,60.45128571428572,74.934,1.0
13116,-124.0,1,1653.762,55.1254,0.0,0.0
13117,-80.0,7,2777.841,42.088499999999996,47.2362,1.0
13118,-6.0,4,3341.547,52.211671875,40.7484,1.0
13120,-80.0,1,100.97999999999999,100.97999999999999,0.0,0.0
13121,-50.0,1,936.3090000000001,18.726180000000003,0.0,0.0
13122,-110.0,2,3043.8869999999997,55.343399999999995,0.0,0.0
13124,-105.0,3,12395.889,55.837337837837836,0.0,0.0
13126,-31.0,7,5709.66,51.906,40.638400000000004,1.0
13127,-64.0,1,855.2610000000001,57.0174,0.0,0.0
13130,-225.0,1,211.2,105.6,0.0,0.0
13131,-57.0,2,2548.2599999999998,82.20193548387095,76.43307692307692,1.0
13132,-248.0,1,255.09,85.03,0.0,0.0
13133,-203.0,2,362.34000000000003,51.76285714285715,0.0,0.0
13134,-110.0,2,2838.792,63.084266666666664,58.11362264150943,1.0
13135,-183.0,1,10216.8,10216.8,0.0,0.0
13136,-12.0,5,8605.113,67.75679527559055,0.0,0.0
13137,-27.0,7,10370.118,17.818072164948454,14.483228571428572,1.0
13138,-33.0,5,2744.577,49.9014,53.91375,1.0
13139,-2.0,7,16714.302,98.31942352941176,0.0,0.0
13140,-94.0,2,898.6560000000001,30.988137931034483,30.9684375,1.0
13141,-170.0,3,2919.6749999999997,49.486016949152535,65.30526315789473,1.0
13142,-5.0,1,1013.3969999999999,44.06073913043478,0.0,0.0
13144,-497.0,1,366.135,122.045,0.0,0.0
13145,-26.0,4,2041.116,340.186,0.0,0.0
13146,-42.0,1,755.403,44.4354705882353,0.0,0.0
13147,-29.0,3,1568.16,522.72,784.08,1.0
13148,-120.0,12,12154.758,38.957557692307695,0.0,0.0
13149,0.0,4,5530.998,64.31393023255814,0.0,0.0
13151,-282.0,1,4150.971,56.094202702702695,0.0,0.0
13155,-66.0,4,3206.808,37.72715294117647,0.0,0.0
13157,-35.0,4,5746.026,66.04627586206897,0.0,0.0
13158,-106.0,4,3963.498,50.17086075949367,0.0,0.0
13159,-36.0,2,2275.284,36.11561904761905,42.83457894736842,1.0
13161,-299.0,1,372.075,46.509375,0.0,0.0
13162,-167.0,4,5571.357,70.52350632911393,0.0,0.0
13165,-32.0,2,3370.884,80.25914285714286,0.0,0.0
13166,-269.0,1,1376.76,33.57951219512195,0.0,0.0
13167,-5.0,4,2611.389,40.175215384615385,0.0,0.0
13168,-22.0,4,4288.647,34.036880952380955,0.0,0.0
13169,-238.0,2,2352.504,180.96184615384615,0.0,0.0
13170,-73.0,1,359.073,11.9691,0.0,0.0
13171,-35.0,2,900.537,25.014916666666668,64.5216,1.0
13173,-588.0,1,547.602,23.80878260869565,30.97215,1.0
13174,-2.0,3,9051.306,30.891829351535836,0.0,0.0
13176,-32.0,1,1588.917,23.71517910447761,0.0,0.0
13177,-51.0,1,932.085,54.828529411764706,0.0,0.0
13178,-22.0,11,18894.051,71.29830566037735,0.0,0.0
13182,-31.0,1,399.894,36.354,0.0,0.0
13183,-13.0,8,11644.776,132.327,235.98300000000003,1.0
13184,-1.0,8,4797.771,32.86144520547945,21.508,1.0
13185,-19.0,1,235.62,235.62,0.0,0.0
13186,-26.0,3,5200.437,65.8283164556962,0.0,0.0
13187,-618.0,1,778.866,21.050432432432434,0.0,0.0
13189,-5.0,1,441.144,40.104,23.28333333333333,1.0
13192,-191.0,2,3009.402,47.76828571428572,0.0,0.0
13193,-165.0,1,369.86400000000003,14.79456,0.0,0.0
13194,-122.0,1,200.31,66.77,0.0,0.0
13196,-248.0,1,1690.029,49.70673529411765,55.82427631578948,1.0
13198,-137.0,5,9930.294,49.15987128712871,53.90825,1.0
13199,-1.0,31,27356.802,268.2039411764706,296.4525882352941,1.0
13200,-5.0,3,2399.793,64.85927027027027,52.38933333333333,1.0
13203,-25.0,3,2330.592,51.790933333333335,44.8855,1.0
13207,-1.0,2,825.858,103.23225,0.0,0.0
13208,-104.0,5,2961.486,25.53005172413793,33.02371875,1.0
13209,-115.0,8,19442.313,60.56795327102803,0.0,0.0
13210,-225.0,1,1166.484,53.022,0.0,0.0
13211,-256.0,2,2589.312,57.54026666666667,102.55739999999999,1.0
13212,-6.0,3,2596.539,18.415170212765958,0.0,0.0
13213,-43.0,5,5017.914,55.754599999999996,0.0,0.0
13216,-19.0,1,1101.342,220.2684,0.0,0.0
13217,-118.0,3,1762.134,440.5335,0.0,0.0
13218,-113.0,1,206.712,41.3424,0.0,0.0
13220,-18.0,4,2703.657,128.74557142857142,0.0,0.0
13221,-110.0,2,2796.453,42.3705,0.0,0.0
13223,-186.0,2,538.56,107.71199999999999,0.0,0.0
13224,-107.0,2,7114.635,65.87625,0.0,0.0
13225,-111.0,7,21330.672,666.5835,0.0,0.0
13226,-172.0,1,357.093,22.3183125,0.0,0.0
13227,-188.0,1,850.41,94.49,0.0,0.0
13228,-67.0,1,1181.4,590.7,0.0,0.0
13229,-212.0,1,531.135,53.1135,0.0,0.0
13230,-80.0,13,7804.236,16.395453781512604,11.615702702702704,1.0
13232,-17.0,6,3763.485,20.343162162162162,36.474705882352936,1.0
13233,-60.0,2,1996.896,46.43944186046512,0.0,0.0
13235,-109.0,1,3402.531,58.664327586206895,0.0,0.0
13236,-93.0,1,1449.459,69.02185714285714,67.2364,1.0
13238,-3.0,3,1395.405,82.08264705882353,65.50028571428571,1.0
13239,-248.0,1,1087.548,49.434,0.0,0.0
13240,-82.0,4,2190.045,32.68723880597015,0.0,0.0
13242,-98.0,3,892.32,68.64,0.0,0.0
13243,-189.0,1,1930.896,33.87536842105263,0.0,0.0
13244,-197.0,1,401.742,14.879333333333333,0.0,0.0
13245,-37.0,1,1420.65,88.790625,0.0,0.0
13246,-4.0,4,3914.361,45.51582558139535,51.1731,1.0
13247,-4.0,3,1436.886,68.42314285714285,54.2025,1.0
13248,-175.0,2,1536.744,59.10553846153846,0.0,0.0
13249,-166.0,3,2347.6530000000002,102.0718695652174,0.0,0.0
13253,-143.0,2,3400.32,94.45333333333333,0.0,0.0
13255,-360.0,1,744.81,124.13499999999999,81.939,1.0
13256,0.0,1,0.0,0.0,0.0,0.0
13258,-191.0,1,656.271,50.48238461538461,68.00295652173914,1.0
13259,-196.0,1,934.494,11.536962962962964,0.0,0.0
13260,-165.0,1,1840.146,230.01825,0.0,0.0
13261,-50.0,2,3115.53,346.17,0.0,0.0
13262,-249.0,1,660.957,60.086999999999996,0.0,0.0
13263,-2.0,30,21806.532,14.734143243243242,14.627470588235294,1.0
13265,-75.0,4,5898.09,79.70391891891892,62.9805,1.0
13266,-29.0,10,10577.391,69.13327450980393,61.04902941176471,1.0
13267,-4.0,19,14920.917,70.71524644549763,0.0,0.0
13268,-4.0,9,7285.245,24.695745762711866,23.126304347826085,1.0
13269,-52.0,12,14020.314,53.10725,70.8335294117647,1.0
13270,-559.0,1,1947.0,1947.0,0.0,0.0
13271,-23.0,1,697.917,8.02203448275862,0.0,0.0
13272,-105.0,2,912.648,60.8432,0.0,0.0
13273,-99.0,1,458.634,28.664625,0.0,0.0
13276,-86.0,2,1950.069,65.0023,0.0,0.0
13277,-2.0,3,687.72,114.62,82.5,1.0
13278,-27.0,1,1791.009,38.93497826086956,0.0,0.0
13279,-64.0,1,454.575,50.50833333333333,0.0,0.0
13280,-167.0,3,2634.918,32.133146341463416,0.0,0.0
13282,-4.0,3,3736.062,100.97464864864864,0.0,0.0
13283,-135.0,2,309.078,44.153999999999996,0.0,0.0
13284,-436.0,1,663.927,51.07130769230769,0.0,0.0
13285,-147.0,3,6501.33,47.45496350364964,48.77532,1.0
13291,-258.0,1,1191.663,28.37292857142857,0.0,0.0
13292,-25.0,2,1910.502,61.62909677419355,0.0,0.0
13294,-176.0,2,2883.342,53.39522222222222,0.0,0.0
13295,-375.0,1,663.96,66.396,0.0,0.0
13296,-123.0,1,288.42,57.684000000000005,0.0,0.0
13297,-53.0,1,4340.754,114.23036842105263,121.70242857142858,1.0
13298,-194.0,1,1188.0,594.0,0.0,0.0
13299,-19.0,1,470.25,94.05,0.0,0.0
13300,-155.0,1,1227.237,61.361850000000004,0.0,0.0
13301,-90.0,4,2039.6970000000001,25.181444444444445,0.0,0.0
13302,-227.0,1,210.375,210.375,0.0,0.0
13304,-337.0,1,991.386,47.20885714285714,0.0,0.0
13305,-86.0,6,3384.975,82.56036585365854,80.446575,1.0
13307,-106.0,1,49.5,49.5,0.0,0.0
13308,-38.0,2,3628.779,98.07510810810811,55.49435294117647,1.0
13309,-31.0,3,3517.734,45.09915384615385,44.47148275862069,1.0
13310,-103.0,2,2391.048,50.87336170212765,53.78604,1.0
13311,-77.0,1,1617.363,67.390125,178.959,1.0
13313,-22.0,4,4100.7119999999995,64.07362499999999,73.70314285714286,1.0
13314,-60.0,3,2560.602,41.30003225806451,0.0,0.0
13316,-23.0,4,18918.669,219.98452325581397,0.0,0.0
13317,-52.0,6,7503.144,60.50922580645162,0.0,0.0
13318,-23.0,2,1497.54,88.09058823529412,205.65600000000003,1.0
13319,-3.0,24,32351.649,74.20102981651377,85.96665,1.0
13320,-64.0,4,5056.26,48.154857142857146,0.0,0.0
13321,-58.0,1,1017.456,508.728,94.98133333333334,1.0
13322,-3.0,1,658.284,26.33136,0.0,0.0
13323,-223.0,2,1229.2500000000002,175.6071428571429,97.90392857142857,1.0
13324,-22.0,10,23502.434999999998,313.3658,0.0,0.0
13325,-68.0,1,2228.49,185.70749999999998,0.0,0.0
13327,-25.0,8,11971.641,110.84852777777778,0.0,0.0
13328,-302.0,1,4317.984,253.99905882352942,0.0,0.0
13329,-223.0,2,2603.7,153.15882352941176,0.0,0.0
13330,-197.0,3,3765.069,71.03903773584905,0.0,0.0
13332,0.0,1,1157.97,55.14142857142857,0.0,0.0
13334,-68.0,3,11557.655999999999,43.61379622641509,0.0,0.0
13336,-63.0,1,2623.896,51.44894117647059,0.0,0.0
13338,-144.0,1,1607.166,84.58768421052632,0.0,0.0
13339,-187.0,1,2838.396,52.56288888888889,0.0,0.0
13340,-31.0,5,31163.847,285.9068532110092,170.66148,1.0
13341,-247.0,1,2560.305,60.95964285714285,0.0,0.0
13343,-16.0,1,1166.319,61.38521052631579,0.0,0.0
13344,-54.0,3,8288.577,71.45325,0.0,0.0
13345,-274.0,1,1285.35,64.2675,0.0,0.0
13347,-56.0,1,1126.488,140.811,0.0,0.0
13348,-255.0,1,771.408,55.10057142857143,0.0,0.0
13350,-2.0,2,3231.096,80.7774,0.0,0.0
13351,-52.0,1,1234.002,77.125125,0.0,0.0
13352,-135.0,1,1313.334,54.72225,0.0,0.0
13354,-57.0,1,2453.649,48.11076470588235,0.0,0.0
13355,-167.0,1,2226.51,69.5784375,0.0,0.0
13356,-66.0,1,2535.192,60.361714285714285,0.0,0.0
13357,-243.0,1,2011.02,22.595730337078653,0.0,0.0
13358,-50.0,1,1448.799,49.95858620689655,0.0,0.0
13359,-255.0,1,1450.548,63.06730434782609,0.0,0.0
13362,-232.0,2,5219.049,56.118806451612905,68.22456164383561,1.0
13363,-4.0,2,3275.25,54.5875,0.0,0.0
13364,-57.0,1,445.368,44.5368,0.0,0.0
13365,-20.0,2,7343.7210000000005,57.372820312500004,0.0,0.0
13366,-36.0,1,185.32799999999997,185.32799999999997,0.0,0.0
13368,-243.0,2,2057.2200000000003,70.93862068965518,0.0,0.0
13369,-559.0,1,1017.324,72.666,0.0,0.0
13370,-358.0,1,2491.071,63.873615384615384,0.0,0.0
13372,-105.0,1,1249.512,54.32660869565217,0.0,0.0
13373,-145.0,3,10930.425,69.17990506329113,0.0,0.0
13375,-75.0,1,2569.545,69.44716216216216,0.0,0.0
13376,-85.0,2,2124.408,66.38775,59.08571428571428,1.0
13379,-42.0,3,1889.448,19.478845360824742,0.0,0.0
13381,-15.0,5,9847.431,67.91331724137932,80.08488888888888,1.0
13382,-267.0,1,735.867,49.0578,0.0,0.0
13384,-13.0,7,13701.369,90.14058552631579,0.0,0.0
13385,-405.0,1,1764.081,50.40231428571428,0.0,0.0
13388,-117.0,2,2234.43,63.84085714285714,0.0,0.0
13389,-61.0,2,1914.495,50.38144736842105,55.290230769230774,1.0
13390,-61.0,1,1795.464,138.11261538461537,0.0,0.0
13391,-190.0,1,197.34,197.34,0.0,0.0
13394,-64.0,5,5019.333,56.397,49.950500000000005,1.0
13395,-228.0,1,1015.476,48.356,0.0,0.0
13396,-134.0,2,4491.267,104.44806976744185,0.0,0.0
13397,-59.0,5,5095.629,134.0955,0.0,0.0
13398,-178.0,1,1509.222,58.047,0.0,0.0
13402,-113.0,2,2050.059,52.56561538461539,0.0,0.0
13403,-4.0,1,247.5,82.5,0.0,0.0
13404,-140.0,2,833.217,75.747,0.0,0.0
13405,-60.0,3,1889.0883,69.96623333333334,0.0,0.0
13408,-3.0,50,75628.014,189.070035,219.97715384615387,1.0
13410,-61.0,4,2404.578,104.54686956521739,181.10399999999998,1.0
13411,-93.0,1,704.715,39.15083333333334,0.0,0.0
13414,-120.0,3,4588.65,191.19375,0.0,0.0
13416,-30.0,2,2351.25,123.75,0.0,0.0
13417,-191.0,1,778.8,77.88,74.21883333333334,1.0
13418,-85.0,16,16878.873,63.45440977443609,87.93805263157894,1.0
13419,-224.0,1,729.4979999999999,45.593624999999996,0.0,0.0
13420,-77.0,2,527.505,65.938125,0.0,0.0
13421,-26.0,2,6051.243,59.325911764705886,0.0,0.0
13422,-255.0,1,8666.79,68.24244094488189,0.0,0.0
13425,-94.0,3,5359.893,68.71657692307693,0.0,0.0
13426,-73.0,9,11031.372,73.54248,140.712,1.0
13427,-5.0,3,1922.58,66.29586206896552,0.0,0.0
13429,-36.0,3,2286.9,47.643750000000004,54.502105263157894,1.0
13430,-5.0,1,1132.362,56.618100000000005,38.26975862068966,1.0
13431,-53.0,2,4188.03,91.0441304347826,0.0,0.0
13434,-60.0,2,1762.9920000000002,176.2992,0.0,0.0
13435,-30.0,5,8354.346,122.8580294117647,127.827,1.0
13436,-222.0,1,649.7370000000001,54.14475000000001,0.0,0.0
13437,0.0,6,10083.018,64.22304458598727,116.35799999999999,1.0
13439,-241.0,1,936.2429999999999,17.337833333333332,0.0,0.0
13441,-166.0,1,978.912,75.30092307692308,0.0,0.0
13447,-20.0,2,2158.233,56.7956052631579,74.66328571428572,1.0
13448,-3.0,6,11664.477,60.12617010309279,0.0,0.0
13450,-73.0,6,6744.276,94.9898028169014,0.0,0.0
13451,-42.0,5,9564.258,22.088355658198616,0.0,0.0
13452,-111.0,2,1947.0,973.5,0.0,0.0
13453,-152.0,2,1178.034,69.29611764705884,0.0,0.0
13455,-11.0,2,3492.522,75.92439130434782,0.0,0.0
13456,-4.0,3,3765.993,104.61091666666667,76.45122222222223,1.0
13458,-30.0,12,28619.712,84.42392920353983,74.74346511627907,1.0
13460,-36.0,2,605.352,35.60894117647059,0.0,0.0
13461,-25.0,3,4768.5,176.61111111111111,0.0,0.0
13462,-239.0,1,499.95,55.55,0.0,0.0
13464,-74.0,1,2226.444,54.303512195121954,0.0,0.0
13466,-200.0,1,1016.0699999999999,59.76882352941176,0.0,0.0
13467,-22.0,1,2543.178,32.604846153846154,49.70625,1.0
